,Job Title,Company Name,Salary From,Salary To,Region,Full Address,Apply URL,Vacancy URL,Publication Time,Archived,Requirements,Responsibilities
1235,Менеджер по продажам,Продамус,50000.0,50000.0,Алматы,,https://hh.ru/applicant/vacancy_response?vacancyId=109282174,https://hh.ru/vacancy/109282174,2024-10-28T10:51:08+0300,False,Навыки ведения переговоров. Знание казахского языка. Знание русского языка. Опыт личных продаж. Опыт ведения CRM систем.,"Обрабатывать входящие заявки на подключение (только теплые клиенты, без поиска). Сопровождать клиентов до момента подключения. Выполнять командный план продаж. "
1236,Педагог дополнительного образования,СЛӘМБЕКОВА К.С,200000.0,300000.0,Алматы,,https://hh.ru/applicant/vacancy_response?vacancyId=108440100,https://hh.ru/vacancy/108440100,2024-10-10T07:52:05+0300,False,Пунктуальность. Коммуникабельность. Любовь к детям. Знание казахского и русского.,"Проводить занятия подготовки к школе. Встречать и проважать детей. Уход за детьми (мыть руки, кормить)."
1237,Педагог (тренер) по художественной гимнастике,Skallop,,100000.0,Алматы,"Алматы, улица Абдуллы Розыбакиева, 247А",https://hh.ru/applicant/vacancy_response?vacancyId=108309938,https://hh.ru/vacancy/108309938,2024-10-08T06:34:15+0300,False,Хореографическое образование приветствуется.,Преподавать детям группам /индив.
1238,"Учитель по физике с казахским, русским языком обучения",Абжанов Ж. А.,300000.0,484000.0,Шымкент,"Шымкент, Каратауский район",https://hh.ru/applicant/vacancy_response?vacancyId=109053764,https://hh.ru/vacancy/109053764,2024-10-22T12:14:51+0300,False,"Высшее педогогическое образование. Коммуникабельность, профессионализм.",Организация педагогического процесса. Ведение уроков. Объяснение учебных материалов. Проведение контрольных работ и экзаменов. Проверка домашних заданий. Выставление оценок. 
1239,Репетитор ЕНТ по русскому языку,Умскул,,150000.0,Астана,"Астана, улица Достык, 5",https://hh.ru/applicant/vacancy_response?vacancyId=107916266,https://hh.ru/vacancy/107916266,2024-09-30T10:06:03+0300,False,"Местоположение: Астана. В совершенстве владеет русским языком. Опыт подготовки учеников по предмету ""Грамотность Чтения"" от 1 года. Грамотная устная и...",Подготовка эскиза презентаций и конспектов к урокам (окончательное оформление выполняется нашей командой). Запись видеоуроков курса. Разработка домашних заданий. 
1240,Физика пәні мұғалімі (ҰБТ) / Учитель физики (ЕНТ),Bugin Holding Corp,200000.0,400000.0,Алматы,"Алматы, улица Богенбай Батыра, 150",https://hh.ru/applicant/vacancy_response?vacancyId=108020186,https://hh.ru/vacancy/108020186,2024-10-01T20:14:51+0300,False,"Физика пәні бойынша курс оқушыларына тікелей эфирде Google meet арқылы сабақ өту. Экстраверт, оқушылармен жұмыс жасауды жаны сүйетін. ","Біз өз командамызға ҰБТ-ға дайындау бағыты бойынша білікті, позитивті, өз ісін сүйетін Физика пәні мұғалімін іздеудеміз. Физика пәнінен тест..."
1241,Преподаватель по курсу «JavaScript»,ITSTEP Academy Almaty,,,Павлодар,"Павлодар, улица Академика Сатпаева, 46",https://hh.ru/applicant/vacancy_response?vacancyId=108129659,https://hh.ru/vacancy/108129659,2024-10-03T14:17:54+0300,False,"Научить основным понятиям - Переменные, Типы данных, Операции, Алгоритмы. Научить студентов работе в AJAX, JSON. Обучить студентов работе в фреймворках - VueJS...","Компания оказывает поддержку для нового <highlighttext>преподавателя</highlighttext> по вопросам проведения курса, методик преподавания/работы и взаимодействия со студентами. Обязанности: Проведение лекционных..."
1242,Менеджер по продажам,EDTECH,,,Астана,"Астана, улица Динмухамеда Кунаева, 12/1",https://hh.ru/applicant/vacancy_response?vacancyId=108254706,https://hh.ru/vacancy/108254706,2024-10-08T16:58:40+0300,False,Отличные коммуникативные навыки. Умение находить общий язык с разными людьми. Ответственность и желание работать на результат. Грамотная речь и умение...,Общение с потенциальными клиентами. Предоставление информации о наших услугах. Ведение переговоров и заключение договоров. Выполнение плана продаж. Обработка заявок в...
1243,Учитель Географии по подготовке к ЕНТ,Зерделі,150000.0,,Астана,"Астана, проспект Сарыарка, 18",https://hh.ru/applicant/vacancy_response?vacancyId=108861665,https://hh.ru/vacancy/108861665,2024-10-18T16:08:56+0300,False,Коммуникабельный. Ответственный. Пунктуальный.,Готовить учебный материал. Проводить уроки. Готовить детей по подготовке к ЕНТ.
1244,Педагог по актерскому и ораторскому мастерству,Центр развития творчества ARTIST,200000.0,350000.0,Астана,"Астана, проспект Бауыржана Момышулы, 2/5",https://hh.ru/applicant/vacancy_response?vacancyId=108552696,https://hh.ru/vacancy/108552696,2024-10-13T10:19:43+0300,False,Качественный уровень развития творческиx навыков. Опыт работы. Образование по специальности. Знание казахского языка.,Текущее и перспективное планирование своей работы. Расширение репертуара с постепенным усложнением. Проведение занятий с клиентами разных возрастов от детей до...
1245,SRE/DevOps Engineer (Golang),Новео,,,Астана,,https://hh.ru/applicant/vacancy_response?vacancyId=105693169,https://hh.ru/vacancy/105693169,2024-10-07T12:35:18+0300,False,"Стек Golang, Prometheus, Grafana, ELK stack, CloudRun, Kubernetes, Terraform. Навыки: Подтвержденный опыт работы с Golang. Уверенно разбираться в инструментах мониторинга...",Быть готовым к участию в дежурствах.
1246,Music Teacher (со знанием английского языка),Филиал Международная школа г. Астаны учреждения Алматинская международная школа,350000.0,500000.0,Астана,"Nur-Sultan (Astana), Baıan sulý kóshesi, 15",https://hh.ru/applicant/vacancy_response?vacancyId=108517761,https://hh.ru/vacancy/108517761,2024-10-26T13:35:37+0300,False,At least two year's teaching experience in a school. Bachelor’s degree or higher required.,"To give classes according the timetable. To develop musical ability and creative activity of students. To Instruct students, using various..."
1247,Преподаватель английского языка (ЕНТ),TED Company,100000.0,,Астана,,https://hh.ru/applicant/vacancy_response?vacancyId=107330332,https://hh.ru/vacancy/107330332,2024-10-27T07:25:57+0300,False,имели опыт работы в подготовке к экзамену. - имели знания школьной программы по английскому языку. - имели желание развиваться и работать. - ,знали структуру и лайфхаки по эффективной сдаче самого ЕНТ. - обеспечение всеми необходимыми материалами.
1248,Педагог-хореограф в дошкольную организацию,ӘДЕМАУ ДОШКОЛЬНАЯ ОРГАНИЗАЦИЯ ОБРАЗОВАНИЯ АКАДЕМИЯ,150000.0,200000.0,Астана,"Нур-Султан (Астана), улица Шыганак, 7",https://hh.ru/applicant/vacancy_response?vacancyId=107965203,https://hh.ru/vacancy/107965203,2024-10-28T07:38:42+0300,False,1. Определяет уровень развития двигательно-музыкальных способностей у воспитанников. Профессиональное образование. Опыт работы в дошкольной организации образования.,6. Корректирует ход выполнения тематического планирования. 7. Консультирует <highlighttext>педагогов</highlighttext> и родителей (законных представителей) по вопросам музыкально-ритмического воспитания детей. 8. 
1249,"Преподаватель ""Дизайнер интерьеров""","ЛИДЕР НС, центр профессионального обучения",100000.0,200000.0,Астана,"Астана, улица Кажымукана, 8А",https://hh.ru/applicant/vacancy_response?vacancyId=109039917,https://hh.ru/vacancy/109039917,2024-10-28T10:14:25+0300,False,,"Учебный центр в поисках <highlighttext>преподавателя</highlighttext> по курсу Дизайнер интерьеров программы AutoCad, 3 D Max."
1250,Педагог-психолог,Selenium,250000.0,380000.0,Каскелен,Каскелен,https://hh.ru/applicant/vacancy_response?vacancyId=108049535,https://hh.ru/vacancy/108049535,2024-10-02T12:34:00+0300,False,Диплом психолога. Сертификаты в сфере психологии. С личной терапией. Любить свою профессию. Быть открытым к новым знаниям.,Психологические работы с детьми и взрослыми. Проводить групповые терапии и тесты. Консультировать.
1251,Преподаватель английского языка,Terra Education,,,Астана,"Астана, улица Ахмета Байтурсынова, 3",https://hh.ru/applicant/vacancy_response?vacancyId=108612163,https://hh.ru/vacancy/108612163,2024-10-26T12:57:47+0300,False,"Языковому центру ""Terra Education"" требуется <highlighttext>преподаватель</highlighttext> английского языка с высшим филологическим образованием, имеющим квалификационную категорию: <highlighttext>преподаватель</highlighttext>. Высшее филологическое образование. ",Обязанности: проведение уроков на индивидуальной основе и в мини группах. Занятия проводятся для студентов от 7 до 60 лет. 
1252,Учитель информатики и робототехники,CodiPlay,,,Алматы,,https://hh.ru/applicant/vacancy_response?vacancyId=108258612,https://hh.ru/vacancy/108258612,2024-10-28T12:52:00+0300,False,Навыки редактирования и корректировки текстов для обеспечения их точности и качества. Умение объяснять сложные концепции простыми и понятными словами для...,Внесение корректировок и улучшений на основе полученных данных обратной связи от <highlighttext>преподавателей</highlighttext> и учеников. Инициация и реализация инновационных проектов и...
1253,Учитель географии,Частная Школа Пифагор,,,Алматы,Алматы,https://hh.ru/applicant/vacancy_response?vacancyId=107393929,https://hh.ru/vacancy/107393929,2024-10-28T15:05:08+0300,False,"Умение держать аудиторию, пробуждать интерес к изучению предмета. Умение грамотно и простым языком объяснить материал. Энергичность (проактивность). Педагогический диплом. ","Преподавать ученикам по программам подготовки к вступительным экзаменам НИШ, РФМШ, БИЛ и другие специализированные школы, лицеи. Преподавать ученикам по школьным..."
1254,Преподаватель гитары,MARO,85000.0,400000.0,Алматы,"Алматы, улица Тажибаевой, 184",https://hh.ru/applicant/vacancy_response?vacancyId=108294647,https://hh.ru/vacancy/108294647,2024-10-07T17:48:45+0300,False,"гитара (знание электро-гитары обязательно, знание вокала или любого другого инструмента будет преимуществом). Мы рассматриваем кандидатов как с опытом работы...",Качественное преподавание своего предмета с учетом пожеланий ученика. Умение заинтересовать и вовлечь ученика в предмет. Подготовка ученика к конкурсам и...
1255,Teacher of English and IELTS,"Language Partners CHELS, языковые курсы",,,Алматы,"Алматы, проспект Абая, 76",https://hh.ru/applicant/vacancy_response?vacancyId=108730330,https://hh.ru/vacancy/108730330,2024-10-16T12:31:47+0300,False,,
1256,Педагог-хореограф,OXFORD CREATIVE SCHOOL,100000.0,350000.0,Актобе,"Актобе, проспект Тауелсиздик",https://hh.ru/applicant/vacancy_response?vacancyId=108854352,https://hh.ru/vacancy/108854352,2024-10-18T14:48:20+0300,False,"Энергичны, уверенны в себе. * Ориентированы на достижение результата.",Умеете устанавливать и поддерживать долгосрочные отношения с детьми и их родителями. * Проводить уроки согласно расписанию. * Проводить открытые уроки для родителей. * 
1257,Детский психолог АВА терапист/ психолог- дефектолог,Jupiter-Trade-Astana,200000.0,300000.0,Астана,"Алматы, улица Иманова, 19",https://hh.ru/applicant/vacancy_response?vacancyId=108387541,https://hh.ru/vacancy/108387541,2024-10-09T09:39:23+0300,False,Высшее образование Психолог/<highlighttext>педагог</highlighttext>-психолог/дефектолог/АВА терапист. Опыт работы от 2 лет. Любовь к детям и профессии. Желание развиваться. ,"Эффективные методы коррекции и современный подход в работе с детьми с ЗПР, РАС, СДВГ, интеллектуальными нарушениями, сложными генетическими заболеваниями, дефицитом..."
1258,Педагог-эксперт начальные классы,Школа Мозаика-Казахстан,400000.0,450000.0,Астана,,https://hh.ru/applicant/vacancy_response?vacancyId=108443898,https://hh.ru/vacancy/108443898,2024-10-10T09:06:16+0300,False,Педагогическое образование. Навыки работы с детьми.,"Обучение класса детей совместно с ассистентом по программе, рекомендованной Министерством образования. Ведение школьной документации."
1259,Преподаватель математики и физики (Русское отделение),TED Company,130000.0,,Астана,,https://hh.ru/applicant/vacancy_response?vacancyId=109186842,https://hh.ru/vacancy/109186842,2024-10-27T07:57:11+0300,False,имели знания школьной программы в совершенстве. - умели презентовать и увлекательно проводить уроки для групп. - имели желание развиваться и работать. - ,
1260,Педагог по вокалу,OXFORD CREATIVE SCHOOL,100000.0,350000.0,Актобе,,https://hh.ru/applicant/vacancy_response?vacancyId=108854450,https://hh.ru/vacancy/108854450,2024-10-18T14:49:21+0300,False,"Энергичны, уверенны в себе. * Ориентированы на достижение результата.",Умеете устанавливать и поддерживать долгосрочные отношения с детьми и их родителями. * Проводить уроки согласно расписанию. * Проводить открытые уроки для родителей. * 
1261,CPA менеджер,100балльный репетитор,120000.0,,Астана,,https://hh.ru/applicant/vacancy_response?vacancyId=109062709,https://hh.ru/vacancy/109062709,2024-10-22T13:55:58+0300,False,"Имеет опыт решения задач по росту выручки на Affiliate-трафике. Понимает принципы Affiliate-маркетинга, имеет опыт работы в этой сфере...","Взаимодействовать с менеджерами CPA-сетей и веб-мастерами: решать спорные вопросы, добиваться анонсирования и улучшения показателей оффера, заниматься документооборотом. "
1262,"Преподаватель Строительно-сметной документации, Сметных расчетов, АВС 4, Sana, ПИР",ПРОГРЕСС&CO,,,Алматы,"Алматы, проспект Абылай хана, 60",https://hh.ru/applicant/vacancy_response?vacancyId=109135904,https://hh.ru/vacancy/109135904,2024-10-26T12:17:37+0300,False,"Сметное дело, АВС"". ""Практическое пользование Sana"". ""Практическое пользование АВС"". Отличное знание нормативно-правовой базы в сфере строительства. Опыт работы в...","Проведение практических занятий по курсам: ""АВС ПИР"" (Определение стоимости на проектно-изыскательские работы). Разработка и проведение практических занятий, деловых игр..."
1263,Учитель математики | физики,Учи-Учи,,,Алматы,,https://hh.ru/applicant/vacancy_response?vacancyId=108851295,https://hh.ru/vacancy/108851295,2024-10-18T14:17:49+0300,False,"Высшее педагогическое образование. Знание законодательства о труде, правила безопасности и охраны труда, противопожарной защиты. Знание основ педагогики и психологии, социологии...",Осуществлять обучение и воспитание обучающихся с учетом преподаваемой дисциплины в соответствии с государственным общеобязательным стандартом образования. Способствовать формированию общей культуры...
1264,Преподаватель программирования Python/Scratch,Алмаз Строй Групп,300000.0,350000.0,Астана,,https://hh.ru/applicant/vacancy_response?vacancyId=107999030,https://hh.ru/vacancy/107999030,2024-10-01T14:26:12+0300,False,"У тебя есть знания и опыт работы с одним или несколькими инструментами: HTML, С#, JavaScript, Python, Unity3D. ",
1265,Репетитор по истории Казахстана,Умскул,,250000.0,Астана,"Астана, улица Достык, 5",https://hh.ru/applicant/vacancy_response?vacancyId=108598010,https://hh.ru/vacancy/108598010,2024-10-14T10:38:18+0300,False,"Опыт подготовки к ЕНТ от 1 года. – Творческий и гибкий подход в преподавании. – Высокий уровень владения предметом, знание специфики ЕНТ. – ","<highlighttext>Преподаватели</highlighttext> проводят онлайн-занятия один на один с учеником, учитывают потребности, возможности, а также особенности каждого ученика, разрабатывают индивидуальную траекторию..."
1266,Преподаватель химии и биологии (ЕНТ),TED Company,100000.0,,Астана,,https://hh.ru/applicant/vacancy_response?vacancyId=107366641,https://hh.ru/vacancy/107366641,2024-10-27T07:25:43+0300,False,имели опыт работы в подготовке к экзамену. - оконченное профильное образование. - имели знания школьной программы по химии и биологии. - ,знали структуру и лайфхаки по эффективной сдаче самого ЕНТ.
1267,Product manager CRM,Bilim Land (Bilim Media Group),,,Алматы,,https://hh.ru/applicant/vacancy_response?vacancyId=108677464,https://hh.ru/vacancy/108677464,2024-10-15T13:50:55+0300,False,Подтвержденный опыт внедрения программных продуктов. Опыт работы в должности руководителя проектов или аналитика. Клиентоориентированность и нацеленность на результат. ,Ведение проектов внедрения информационных систем. Подготовка и участие в презентациях. Определение масштаба работ для выполнения задач проекта. Корректировка и согласование...
1268,Преподаватель математики и физики,CleverS Astana,150000.0,,Алматы,"Алматы, улица Каныша Сатпаева, 30/2",https://hh.ru/applicant/vacancy_response?vacancyId=108355979,https://hh.ru/vacancy/108355979,2024-10-26T15:49:14+0300,False,Но и ты должен(-на) быть не промах! Нам нужны люди: - ответственные. - дружелюбные. - энергичные. - быстрообучаемые. - результативные. - знают свой предмет на...,Обучение методике преподавания. - Участие в организации Республиканских и Международных проектов.
1269,Проект-менеджер по запуску кулинарии,"Авторская Школа Жании Аубакировой, Учреждение",,,Алматы,"Алматы, улица Карасай батыра, 140",https://hh.ru/applicant/vacancy_response?vacancyId=108660479,https://hh.ru/vacancy/108660479,2024-10-27T10:54:37+0300,False,Высшее или послевузовское образование в области управления проектами в отрасли HoReCa (наличие диплома MBA приветствуется). Опыт работы в управлении проектами...,"Проведение исследований рынка, анализ трендов и конкурентного окружения для принятия решений по запуску нового проекта. Формирование стратегии по расширению услуг..."
1270,Преподаватель курса ИИ (Дата аналитика/Машинное обучение),KoksheLab,,,Астана,,https://hh.ru/applicant/vacancy_response?vacancyId=108627844,https://hh.ru/vacancy/108627844,2024-10-14T15:40:45+0300,False,"Опыт работы в области Data Science, анализа данных, машинного обучения не менее 3 лет. Знание современных инструментов и библиотек (Python...",Ведение занятий согласно программе курса. Разработка учебных материалов и практических заданий. Проведение проверок домашних работ и консультирование студентов. 
1271,Учитель китайского языка,iSchool,100000.0,,Актобе,"Актобе, улица Мангилик Ел, 10",https://hh.ru/applicant/vacancy_response?vacancyId=108866356,https://hh.ru/vacancy/108866356,2024-10-18T17:07:17+0300,False,Опыт в преподавании китайского языка не менее 1 года. Знание английского языка. Знание современных методик преподавания иностранных языков. ,"Проведение интересных и интерактивных уроков китайского языка для учащихся разного возраста и уровня знания. Разработка учебных программ и материалов, которые..."
1272,Math teacher for Primary School,Международная школа GALAXY,250000.0,,Алматы,"Алматы, 4-й микрорайон, 9",https://hh.ru/applicant/vacancy_response?vacancyId=108336152,https://hh.ru/vacancy/108336152,2024-10-26T12:07:24+0300,False,"Bachelor degree (with a substantial amount of experience) or Master’s degree, relevant training, or continuing professional development. Work experience. ","To attend all relevant meetings, including parent-<highlighttext>teacher</highlighttext> conferences. To be familiar with new developments and methods in the teaching..."
1273,Учитель начальных классов с казахским и русскими языками преподавания,Бастау (ӘБДІРӘСІЛ Н.Н.),100.0,150000.0,Астана,"Нур-Султан (Астана), улица Максута Нарикбаева, 12",https://hh.ru/applicant/vacancy_response?vacancyId=107951874,https://hh.ru/vacancy/107951874,2024-09-30T16:27:25+0300,False,Образование <highlighttext>педагога</highlighttext>. Ответственный. Знание английского языка на уровне B1 будет +.,Проведение продленки для 1 классов. На русском и казахском языках. Подготовка к сочам и сорам.
1274,Преподаватель по истории Казахстана,Умскул,,250000.0,Астана,"Астана, улица Достык, 5",https://hh.ru/applicant/vacancy_response?vacancyId=108598102,https://hh.ru/vacancy/108598102,2024-10-14T10:39:02+0300,False,"Опыт подготовки к ЕНТ от 1 года. – Творческий и гибкий подход в преподавании. – Высокий уровень владения предметом, знание специфики ЕНТ. – ","<highlighttext>Преподаватели</highlighttext> проводят онлайн-занятия один на один с учеником, учитывают потребности, возможности, а также особенности каждого ученика, разрабатывают индивидуальную траекторию..."
1275,Репетитор 10-11 классов по истории Казахстана (на русском языке),Умскул,,250000.0,Алматы,"Астана, улица Достык, 5",https://hh.ru/applicant/vacancy_response?vacancyId=108116192,https://hh.ru/vacancy/108116192,2024-10-03T11:32:31+0300,False,"Опыт подготовки к ЕНТ от 1 года. – Творческий и гибкий подход в преподавании. – Высокий уровень владения предметом, знание специфики ЕНТ. – ","<highlighttext>Преподаватели</highlighttext> проводят онлайн-занятия один на один с учеником, учитывают потребности, возможности, а также особенности каждого ученика, разрабатывают индивидуальную траекторию..."
1276,English teacher,Зерделі,300000.0,400000.0,Жезказган,Жезказган,https://hh.ru/applicant/vacancy_response?vacancyId=108274208,https://hh.ru/vacancy/108274208,2024-10-07T14:15:47+0300,False,Bachelor’s degree in English or other education-related subjects. - 2 to 3 years of teaching experience. - Ability to work...,Proficiency in developing and implementing curriculum plans.
1277,ПРЕПОДАВАТЕЛЬ ПО IELTS🏻‍,БАХЫТОВА Д. М.,,200000.0,Астана,,https://hh.ru/applicant/vacancy_response?vacancyId=108434593,https://hh.ru/vacancy/108434593,2024-10-09T23:32:23+0300,False,Личный балл - 7.5-8.5. Опыт работы именно в IELTS и желательно с группами- от 2 лет (наличие кейсов...,Проведение онлайн занятий по 75-90 минут на Zoom или Google Meet 2 раза в неделю в вечернее время. 
1278,Учитель Химии (Русское отделение),Центр подготовки (AIPLUS),,,Шымкент,,https://hh.ru/applicant/vacancy_response?vacancyId=108962911,https://hh.ru/vacancy/108962911,2024-10-27T13:00:29+0300,False,Имеете огромное желание обучать детей и обучаться самим. Грамотно владеете устной и письменной речью. Нацелены на результат.,2560 детям поступить в НИШ. 322 детям поступить в РФМШ. 210 детям поступить в БИЛ. Каждый 2-ой поступивший в...
1279,Учитель информатики,OTAU GROUP,,,Шымкент,"Шымкент, микрорайон Нурсат-1, 7",https://hh.ru/applicant/vacancy_response?vacancyId=107931831,https://hh.ru/vacancy/107931831,2024-10-27T12:57:00+0300,False,Требуется иметь не менее 5 лет опыта работы в области преподавания информатики. <highlighttext>Учитель</highlighttext> должен быть знаком с актуальными международными образовательными...,"<highlighttext>Учитель</highlighttext> информатики проводит оценку учебных достижений учащихся, предоставляет им обратную связь и помогает развивать их компетенции в области информатики. <highlighttext>Учитель</highlighttext>..."
1280,Преподаватель английского языка,Scholarships,150000.0,400000.0,Алматы,,https://hh.ru/applicant/vacancy_response?vacancyId=107950119,https://hh.ru/vacancy/107950119,2024-10-27T16:04:17+0300,False,Опыт преподавания в онлайн формате. Подготовка студентов к языковому экзамену IELTS (для <highlighttext>преподавателей</highlighttext> с опытом подготовки к IELTS и собственным...,Работа на платформе экономит время <highlighttext>учителя</highlighttext> на подготовку к уроку и проверку домашней работы. Методическую поддержку и помощь в составлении...
1281,Lead Game Narrative Designer,G5EN KAZ,,,Астана,,https://hh.ru/applicant/vacancy_response?vacancyId=108090707,https://hh.ru/vacancy/108090707,2024-10-02T17:35:36+0300,False,"Умение рассказывать историю через действия, а не слова. Понимание техник вызова эмоционального отклика у игрока. Умение генерировать идеи в рамках...",Объединять в целостное повествование все элементы игры. Создавать глубокий игровой опыт совместно с геймдизайнером проекта. Погружать игрока в историю через...
1282,"Автор студенческих работ (копирайтинг, по работе с текстом)",Студворк,70000.0,150000.0,Алматы,,https://hh.ru/applicant/vacancy_response?vacancyId=102938283,https://hh.ru/vacancy/102938283,2024-10-26T16:55:14+0300,False,Имеет опыт работы в качестве <highlighttext>преподавателя</highlighttext>/<highlighttext>учителя</highlighttext>/<highlighttext>репетитора</highlighttext>. Имеет опыт написания и выполнения студенческих работ. Знает ПК на уровне опытного...,"Профессиональное выполнение и написание студенческих работ (дипломные, курсовые, рефераты, лабораторные, задачи и т.д.) по дисциплинам, связанным с работой с..."
1283,Преподаватель цифрового маркетинга,Academy of Digital Industries LLC,,,Алматы,Алматы,https://hh.ru/applicant/vacancy_response?vacancyId=108780085,https://hh.ru/vacancy/108780085,2024-10-17T10:12:17+0300,False,Наш индивидуальный и многомерный подход к образованию устраняет границы между дисциплинами и помогает развивать прогрессивное мышление. Наш уникальный образовательный подход...,Описание работы. Ежегодное мероприятие в рамках всей компании и локальные мероприятия в течение года.
1284,Учитель географии на русском и казахском,RamaKz Axioma - Учебный центр,180000.0,250000.0,Алматы,"Алматы, 22-я линия, 45",https://hh.ru/applicant/vacancy_response?vacancyId=108126785,https://hh.ru/vacancy/108126785,2024-10-03T13:38:23+0300,False,Знание школьной программы по географии.,Маленькие группы до 8 учеников. Необходимая техника и материалы для работы. Проверка домашних заданий. Объяснение темы на простом языке. 
1285,Преподаватель по математике,Умскул,,250000.0,Алматы,"Астана, улица Достык, 5",https://hh.ru/applicant/vacancy_response?vacancyId=108598480,https://hh.ru/vacancy/108598480,2024-10-14T10:42:24+0300,False,"Опыт подготовки к ЕНТ от 1 года. – Творческий и гибкий подход в преподавании. – Высокий уровень владения предметом, знание специфики ЕНТ. – ","<highlighttext>Преподаватели</highlighttext> проводят онлайн-занятия один на один с учеником, учитывают потребности, возможности, а также особенности каждого ученика, разрабатывают индивидуальную траекторию..."
1286,Разработка плагина в Moodle для интеграции,OES,,,Астана,,https://hh.ru/applicant/vacancy_response?vacancyId=109147361,https://hh.ru/vacancy/109147361,2024-10-23T14:54:43+0300,False,,Отображение данных прокторинга в результатах теста: При просмотре результатов теста <highlighttext>учителем</highlighttext> или администратором плагин должен отображать данные о прохождении прокторинга...
1287,Преподаватель английского языка (IELTS),Top Tier,,237000.0,Алматы,,https://hh.ru/applicant/vacancy_response?vacancyId=106681153,https://hh.ru/vacancy/106681153,2024-10-02T14:10:23+0300,False,"2) очень понятная и поэтапная программа обучения, тебе не придется самому искать материалы и создавать все с нуля, наша программа...",Проводить онлайн-уроки через платформу Google-meet или Zoom по готовой программе с группой учеников из 6-8 человек (1...
1288,Преподаватель ЕНТ по грамотности чтения,Умскул,,150000.0,Алматы,"Астана, улица Достык, 5",https://hh.ru/applicant/vacancy_response?vacancyId=107916286,https://hh.ru/vacancy/107916286,2024-09-30T10:06:17+0300,False,"Местоположение: Астана. В совершенстве владеет русским языком. Опыт подготовки учеников по предмету ""Грамотность Чтения"" от 1 года. Грамотная устная и...",Подготовка эскиза презентаций и конспектов к урокам (окончательное оформление выполняется нашей командой). Запись видеоуроков курса. Разработка домашних заданий. 
1289,Product manager CRM,Bilim Land (Bilim Media Group),,,Астана,,https://hh.ru/applicant/vacancy_response?vacancyId=108677465,https://hh.ru/vacancy/108677465,2024-10-15T13:50:55+0300,False,Подтвержденный опыт внедрения программных продуктов. Опыт работы в должности руководителя проектов или аналитика. Клиентоориентированность и нацеленность на результат. ,Ведение проектов внедрения информационных систем. Подготовка и участие в презентациях. Определение масштаба работ для выполнения задач проекта. Корректировка и согласование...
1290,Учитель по математике,Умскул,,250000.0,Алматы,"Астана, улица Достык, 5",https://hh.ru/applicant/vacancy_response?vacancyId=108598582,https://hh.ru/vacancy/108598582,2024-10-14T10:43:31+0300,False,"Опыт подготовки к ЕНТ от 1 года. – Творческий и гибкий подход в преподавании. – Высокий уровень владения предметом, знание специфики ЕНТ. – ","<highlighttext>Преподаватели</highlighttext> проводят онлайн-занятия один на один с учеником, учитывают потребности, возможности, а также особенности каждого ученика, разрабатывают индивидуальную траекторию..."
1291,Учитель FrontEnd/Scratch,Morrison Code Academy,100000.0,,Алматы,"Алматы, микрорайон Мамыр-1, 26",https://hh.ru/applicant/vacancy_response?vacancyId=108264822,https://hh.ru/vacancy/108264822,2024-10-28T13:23:53+0300,False,Глубокое знание и понимание предмета. Умение работать с детьми. Умение объяснять сложные концепции простым языком. Поддержка и и мотивация обучающихся. ,Работа с детьми. Интересный и нестандартный подход к проведению урока. Стать опорой и поддержкой для наших учеников.
1292,Middle+/Senior Golang developer,Новео,,,Алматы,,https://hh.ru/applicant/vacancy_response?vacancyId=108731381,https://hh.ru/vacancy/108731381,2024-10-16T12:45:24+0300,False,"10+ лет опыта в Cloud Software Engineering. 4+ лет опыта работы с GoLang. Знание Distributed System, Redis, PostgreSQL. ","Проектирование, разработка и поддержка высоконадежных и доступных распределённых систем. Участие в проектировании архитектуры, проведение code review. Реализация новых функций в..."
1293,"Преподаватель по подготовке к ЕНТ, Физика",Умскул,400000.0,,Астана,,https://hh.ru/applicant/vacancy_response?vacancyId=108993049,https://hh.ru/vacancy/108993049,2024-10-24T16:25:33+0300,False,"Опыт подготовки к ЕНТ от 1 года. Высокий уровень владения предметом, знание специфики ЕНТ. Техническое оснащение: ноутбук с камерой, наушники...","Проводить онлайн-занятия для учеников (от 2-3 раз в неделю по 1-2 часа) в формате вебинаров, а также..."
1294,Тренер/Преподаватель STEM,STEM Academia,,,Актау,,https://hh.ru/applicant/vacancy_response?vacancyId=108027770,https://hh.ru/vacancy/108027770,2024-10-26T08:04:45+0300,False,"Желательный опыт работы от 1 года. Иметь навыки работы на Lego, Arduino или аналогичные платформы. Знание языков программирования С, С++...","Обучение <highlighttext>учителей</highlighttext> школ (заказчика) основам STEM дисциплин. Внедрение интерактивных инструментов преподавания заказчикам. Создание образовательного контента для школьников, <highlighttext>преподавателей</highlighttext> и студентов. "
